price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated
230000.0,3,1.0,1390,6000,1.0,0,0,3,1390,0,1954,2005
505000.0,4,2.5,2780,6369,1.0,0,0,3,1590,1190,1978,0
284000.0,4,2.5,2000,5390,2.0,0,0,3,2000,0,2003,0
560000.0,3,1.5,2000,7350,1.0,0,0,3,2000,0,1953,0
580000.0,4,2.5,2840,6268,2.0,0,0,3,2840,0,1998,2006
412000.0,2,1.0,1260,3960,1.0,0,0,3,690,570,1925,2002
303210.0,4,2.5,2009,5000,2.0,0,0,3,2009,0,2014,0
435000.0,4,2.5,2150,3143,2.0,0,0,3,2150,0,2010,0
562000.0,5,3.0,2795,15101,2.0,0,0,3,2795,0,1996,0
685000.0,3,2.5,2810,7700,2.0,0,0,3,2810,0,2001,0
575000.0,3,1.75,1580,11750,1.0,0,0,4,1180,400,1951,1999
390000.0,3,2.0,1463,868,3.0,0,0,3,1463,0,2003,0
645000.0,3,2.75,1850,16960,1.0,0,2,4,1850,0,1953,1983
915000.0,3,3.25,2660,4000,2.0,0,0,3,2170,490,2003,0
314950.0,3,1.0,1040,16986,1.0,0,0,4,1040,0,1968,0
600000.0,4,2.5,2560,5593,2.0,0,0,3,2560,0,2001,0
307550.0,4,2.5,1980,5909,2.0,0,0,3,1980,0,2003,0
475000.0,3,2.5,1700,9100,1.0,0,0,3,1160,540,1998,2006
545000.0,2,1.25,1240,2150,2.0,0,0,3,1240,0,2014,0
464000.0,4,2.5,2180,7203,2.0,0,0,4,2180,0,1989,0
350000.0,2,2.5,1260,1347,3.0,0,0,3,1260,0,2005,0
2300000.0,4,4.75,3970,9778,2.0,0,2,4,3390,580,1928,0
237227.8571,4,2.5,2200,9397,2.0,0,0,3,2200,0,1987,2000
345000.0,4,2.5,2280,5000,2.0,0,0,3,2280,0,2006,0
270000.0,3,1.5,1890,9450,1.0,0,0,3,1090,800,1957,2000
369990.0,4,2.5,1960,7133,2.0,0,0,3,1960,0,2002,0
302000.0,4,1.75,1530,17664,1.5,0,0,3,1530,0,1968,1997
499000.0,2,1.5,1110,957,2.0,0,0,3,930,180,2005,0
665000.0,5,2.0,2800,17788,1.0,0,0,4,1400,1400,1963,0
297950.0,3,2.0,1240,10800,1.0,0,0,3,1240,0,1967,2010
695000.0,3,2.5,2620,51354,2.0,0,0,3,2620,0,1998,2006
560000.0,3,2.5,1960,6058,2.0,0,0,3,1960,0,2002,0
732000.0,3,3.75,2670,6517,2.5,0,4,4,2020,650,1977,0
616000.0,4,2.5,2490,12929,2.0,0,0,3,2490,0,1983,2009
0.0,5,3.25,3690,12353,2.0,0,0,5,3690,0,1977,0
535000.0,3,1.0,1580,6300,1.0,0,0,3,1180,400,1925,2002
220000.0,4,2.5,2160,8005,2.0,0,0,3,2160,0,1993,0
849900.0,2,2.0,2280,641203,2.0,0,0,3,2280,0,1990,2009
401000.0,3,2.0,1240,11172,1.0,0,0,3,1000,240,1984,0
580000.0,3,1.75,1850,5100,1.0,0,0,3,1020,830,1909,2004
209950.0,3,1.0,970,9583,1.0,0,0,4,970,0,1967,0
340000.0,2,1.5,1160,1438,2.0,0,0,3,1160,0,2001,0
740000.0,4,2.5,3360,15091,2.0,0,0,3,3360,0,1997,0
360000.0,4,2.0,1730,5500,1.0,0,0,5,1010,720,1943,0
349000.0,3,2.5,1430,1002,3.0,0,0,3,1430,0,2002,0
1619999.0,4,3.0,3900,9750,1.0,0,4,5,2520,1380,1972,0
685000.0,4,2.5,3030,7864,2.0,0,0,3,3030,0,1999,0
419000.0,4,2.5,2690,7947,2.0,0,0,3,2690,0,1993,0
435500.0,3,3.5,1240,1666,2.0,0,0,3,1000,240,2008,0
535000.0,4,2.25,2980,8051,1.5,0,2,4,2020,960,1935,0
1075000.0,4,3.0,3600,9200,1.0,0,4,4,2100,1500,1976,1992
662990.0,3,1.75,1240,3600,1.5,0,0,5,1240,0,1926,0
312000.0,3,2.25,1540,5338,1.0,0,0,5,770,770,1954,0
340000.0,3,2.25,2120,13090,1.0,0,0,3,2120,0,1997,0
550000.0,4,1.0,1660,34848,1.0,0,0,1,930,730,1933,0
519000.0,5,2.25,2570,13054,1.0,0,1,3,1470,1100,1950,1992
1635000.0,5,3.5,4220,26784,1.0,0,0,3,2110,2110,1958,2006
950000.0,3,2.5,3480,7800,1.0,0,0,4,1750,1730,1941,1998
339000.0,2,1.0,950,7954,1.0,0,0,4,950,0,1941,1998
515000.0,3,2.5,1790,7167,2.0,0,0,3,1790,0,1989,0
450000.0,4,2.0,2240,7725,1.0,0,0,5,1120,1120,1956,0
165050.0,3,1.0,1200,8514,1.0,0,0,3,1200,0,1959,1989
256500.0,2,1.0,1120,9912,1.0,0,0,4,1120,0,1980,0
560000.0,2,1.0,1010,9219,1.0,0,0,4,1010,0,1960,2001
1100000.0,5,2.75,2660,8737,1.0,0,4,5,1470,1190,1969,0
463000.0,4,2.5,1980,6660,2.0,0,0,4,1980,0,1974,0
250000.0,3,2.5,1510,10384,1.0,0,0,2,1030,480,1976,0
305000.0,3,1.0,1580,7424,1.0,0,0,3,1010,570,1962,2003
595000.0,2,1.5,1030,4500,1.0,0,0,3,830,200,1924,2011
453500.0,4,1.75,2000,6032,1.0,0,2,3,1300,700,1959,1989
377500.0,3,2.25,1410,1377,2.0,0,0,3,1290,120,2005,0
335000.0,3,1.5,2040,6000,1.0,0,0,3,1340,700,1957,2000
2555000.0,4,2.5,5300,26211,2.0,1,2,2,4570,730,1923,0
342000.0,4,2.5,2300,6448,2.0,0,0,3,2300,0,2001,0
550000.0,4,2.5,2170,9600,1.0,0,0,3,1460,710,1980,0
642000.0,4,2.5,2560,8780,2.0,0,0,3,2560,0,1992,0
1042031.0,4,5.0,4110,43560,2.0,0,0,4,4110,0,1978,2000
695000.0,3,2.0,2500,4080,1.5,0,0,5,1680,820,1922,1956
565000.0,5,2.5,2650,11455,1.0,0,0,3,1400,1250,1961,2004
280000.0,3,2.5,1720,1916,2.0,0,0,3,1720,0,2005,0
800000.0,3,1.0,1700,4400,1.5,0,0,4,1700,0,1906,1990
1200000.0,4,3.5,4170,9748,2.0,0,0,3,4170,0,2004,2003
261000.0,3,1.5,1810,29308,1.0,0,0,3,950,860,1983,2009
312000.0,4,2.0,1300,7054,1.0,0,0,3,1300,0,1950,2013
331366.6667,3,2.5,1270,2509,2.0,0,0,3,1270,0,2004,2003
545000.0,3,2.5,1940,9775,1.0,0,2,3,1440,500,1975,0
325000.0,2,1.0,810,4080,1.0,0,0,4,810,0,1941,1998
382000.0,3,3.25,1410,1253,3.0,0,0,3,1410,0,2005,0
435000.0,4,2.25,2140,6355,2.0,0,0,3,2140,0,2002,0
563000.0,4,1.0,1410,3376,1.5,0,0,5,1410,0,1911,1984
815000.0,4,2.25,2000,3800,2.0,0,0,3,2000,0,2001,0
518000.0,3,2.5,1680,2096,2.0,0,0,3,1380,300,2008,0
332888.0,2,2.5,1050,1029,2.0,0,0,3,950,100,2007,0
651000.0,4,2.5,2740,7140,2.0,0,0,3,2740,0,1993,0
661000.0,4,2.5,2496,8058,2.0,0,0,3,2496,0,1998,2006
570000.0,6,3.75,4000,6015,2.0,0,2,3,3080,920,2004,2003
408000.0,5,3.25,2820,6589,1.5,0,0,3,2320,500,1906,2014
402000.0,2,1.0,710,1173,2.0,0,0,4,710,0,1943,0
305000.0,2,2.25,1000,905,3.0,0,0,3,1000,0,2006,0
1150000.0,5,2.5,3580,8921,2.0,0,0,3,3580,0,2000,0
850000.0,4,3.5,3920,37122,2.0,0,0,3,3920,0,1996,0
650000.0,4,2.5,3350,46748,2.0,0,0,3,3350,0,2004,2003
440000.0,3,1.75,2240,8153,1.0,0,0,3,1120,1120,1948,1994
288500.0,5,2.5,3390,9760,1.0,0,0,5,1750,1640,1978,0
665900.0,4,2.25,2870,5453,2.0,0,1,4,2220,650,1926,1993
175000.0,2,1.0,670,2378,1.0,0,0,3,670,0,1919,2001
1680000.0,5,3.25,4860,23723,2.0,0,2,4,3820,1040,1989,0
160000.0,2,1.0,1180,9350,1.0,0,0,3,1180,0,1918,0
2321000.0,5,4.75,5780,17004,2.0,0,0,3,4260,1520,2006,0
257200.0,3,2.0,1850,8250,1.0,0,0,4,1150,700,1952,0
818000.0,2,2.5,2380,9374,1.0,0,2,3,2380,0,2011,0
552000.0,3,1.0,1120,2300,1.0,0,0,4,820,300,1912,1989
1600000.0,3,4.25,2820,7200,2.0,0,0,4,2460,360,1930,0
375000.0,4,1.75,1890,8000,1.0,0,0,4,1250,640,1960,2001
530000.0,4,2.75,2450,15002,1.0,0,0,5,2450,0,1974,0
189000.0,3,1.0,1010,7560,1.0,0,0,3,1010,0,1958,2004
525000.0,3,2.25,1750,1879,3.0,0,0,3,1750,0,2001,0
370000.0,2,1.0,860,6050,1.0,0,0,3,860,0,1952,2008
218000.0,2,2.0,1310,2841,2.0,0,0,3,1310,0,2004,2003
405000.0,3,1.5,1880,7400,1.0,0,0,3,1480,400,1968,1997
576000.0,4,2.5,2440,28405,2.0,0,0,3,2440,0,2002,0
540000.0,3,1.75,1300,62290,1.0,0,0,3,1300,0,1983,2009
795000.0,4,3.5,3200,3250,2.0,0,0,3,2670,530,2007,0
445700.0,3,2.5,1270,1180,3.0,0,0,3,1270,0,2001,0
235867.0,4,2.0,1330,5926,1.0,0,0,4,1330,0,1942,1982
415000.0,4,2.5,2170,8518,1.0,0,3,3,1350,820,1955,2005
650000.0,4,2.5,3040,6587,2.0,0,0,3,3040,0,2003,0
429000.0,3,2.5,1920,15124,2.0,0,0,3,1920,0,1995,0
264000.0,3,1.75,1760,7482,1.0,0,0,4,1760,0,1966,0
625000.0,3,3.5,1810,1846,2.0,0,0,4,1440,370,2009,0
560000.0,3,2.5,1960,12476,2.0,0,0,4,1960,0,1989,0
674600.0,4,2.5,2610,5140,2.0,0,0,3,2610,0,2006,0
240000.0,3,2.0,1400,6200,1.0,0,0,3,700,700,1948,1994
2888000.0,5,6.25,8670,64033,2.0,0,4,3,6120,2550,1965,2003
350000.0,5,1.75,2330,14322,1.0,0,0,4,1180,1150,1968,0
760500.0,3,2.0,1990,3990,1.0,0,0,5,1130,860,1912,0
550000.0,3,2.5,1900,3255,2.0,0,0,3,1900,0,1988,2000
212700.0,2,1.0,940,5040,1.0,0,0,3,940,0,1926,2003
533112.0,4,2.75,2790,8853,2.0,0,0,3,2790,0,2013,1923
519000.0,2,1.0,830,2820,1.0,0,0,4,830,0,1920,0
540833.3333,3,2.0,1640,9972,1.0,0,0,4,1640,0,1977,0
240000.0,3,2.0,1330,6000,1.0,0,0,4,630,700,1900,1971
2110000.0,3,2.25,3230,17833,2.0,0,0,4,3230,0,1973,0
178650.0,3,1.5,1430,8960,1.0,0,0,4,1430,0,1953,1983
1070000.0,4,2.5,3270,35445,2.0,0,0,3,3270,0,1989,0
1195000.0,5,3.0,3420,18129,2.0,0,0,3,2540,880,1952,2005
930000.0,3,2.5,3290,6830,2.0,0,0,3,3290,0,2000,0
1150000.0,4,2.5,3340,10422,2.0,0,0,3,3340,0,1996,0
268971.875,4,2.5,1954,4805,2.0,0,0,3,1954,0,2005,0
330000.0,3,1.5,1170,4950,1.0,0,0,4,1170,0,1960,2001
0.0,4,2.25,2890,18226,3.0,1,4,3,2890,0,1984,0
635000.0,4,1.75,1950,13320,1.0,0,0,4,1370,580,1969,0
550000.0,4,1.75,2150,9000,1.0,0,0,4,1110,1040,1966,0
400000.0,3,2.0,2260,11305,1.0,0,0,3,1130,1130,1986,0
329445.0,2,1.5,830,1119,2.0,0,0,3,830,0,2005,0
710000.0,3,3.5,2440,3427,2.0,0,0,3,1990,450,2000,0
314500.0,3,1.75,1700,17355,1.0,0,0,3,1200,500,1978,0
475300.0,3,1.0,2110,10005,1.0,0,0,5,1110,1000,1924,1956
729032.0,4,2.5,2840,12866,1.0,0,0,4,1780,1060,1977,0
240000.0,4,1.0,1910,16320,1.5,0,0,3,1910,0,1934,1978
895000.0,5,3.0,2876,13927,1.0,0,2,4,1970,906,1973,0
235000.0,2,1.0,720,4840,1.0,0,0,4,720,0,1947,1988
341750.0,3,2.25,2180,7741,2.0,0,0,3,2180,0,1986,0
90000.0,2,1.0,580,7500,1.0,0,0,3,580,0,1943,2002
565000.0,4,2.75,3130,139392,2.0,0,0,4,3130,0,1981,0
403500.0,3,1.0,1830,8004,1.0,0,0,3,1200,630,1960,2012
0.0,2,2.5,2200,188200,1.0,0,3,3,2200,0,2007,0
265000.0,3,2.5,1530,6000,2.0,0,0,4,1530,0,1991,0
725000.0,3,2.5,3580,54450,1.5,0,0,3,3580,0,1990,2009
650000.0,3,1.5,1380,4500,1.0,0,0,5,1380,0,1960,0
310000.0,3,1.5,1460,9908,1.0,0,0,3,1460,0,1952,2008
720000.0,4,2.5,2650,11520,2.0,0,0,3,2110,540,1988,2000
326100.0,2,1.0,880,7683,1.0,0,0,3,880,0,1942,1999
0.0,5,2.75,3240,6863,2.0,0,0,3,3240,0,2013,1923
245000.0,2,1.0,1500,6685,1.0,0,0,3,1190,310,1926,2003
1068000.0,5,3.5,3990,9938,2.0,0,0,3,3990,0,2001,0
632500.0,4,2.5,2090,10306,2.0,0,0,3,2090,0,1986,0
545000.0,4,2.5,2720,4738,2.0,0,0,3,2720,0,2012,1912
585000.0,4,2.75,2890,6825,1.0,0,0,3,1560,1330,1973,2013
925000.0,5,5.5,5190,12637,2.0,0,2,3,5190,0,2001,0
292000.0,4,2.75,2414,7693,2.0,0,0,3,2414,0,2006,0
1795000.0,5,3.25,5270,17232,2.0,0,1,3,4010,1260,1977,2003
1095000.0,4,2.75,3330,9143,2.0,0,0,4,3330,0,1995,0
850000.0,5,3.5,3450,28324,1.0,0,0,5,2350,1100,1972,0
329000.0,3,1.0,1600,5952,1.0,0,0,4,1150,450,1964,0
245000.0,4,2.25,2600,6390,1.0,0,0,3,1390,1210,1978,0
0.0,2,2.25,2130,4920,1.5,0,4,4,1530,600,1941,1998
291500.0,3,1.0,880,9238,1.5,0,0,5,880,0,1946,0
525000.0,4,2.75,2360,4924,2.0,0,0,3,2360,0,2008,0
327000.0,3,1.5,1320,13200,1.0,0,0,3,1320,0,1970,2014
366500.0,4,2.75,2070,9300,1.0,0,0,5,1120,950,1945,0
462000.0,5,1.75,1250,10530,1.0,0,0,4,1250,0,1966,0
275000.0,1,0.75,1170,14149,1.0,0,0,5,880,290,1962,0
749950.0,3,2.5,2770,10773,2.0,0,2,3,2770,0,1992,0
1570000.0,4,3.75,3070,5850,2.0,0,0,5,2400,670,1927,0
490600.0,3,2.5,3316,11447,2.0,0,0,3,3316,0,1986,0
535000.0,2,1.0,1030,4841,1.0,0,0,3,920,110,1939,1969
2700000.0,5,4.75,5305,8401,2.0,0,2,3,3745,1560,2005,0
188000.0,4,2.75,3260,19542,1.0,0,0,4,2170,1090,1968,0
785000.0,3,3.5,4500,21870,2.0,0,0,3,4500,0,2004,2003
655500.0,4,3.5,3380,8330,2.0,0,0,3,3380,0,2000,0
350000.0,3,2.25,1780,16290,2.0,0,0,4,1780,0,1987,0
760000.0,4,2.5,3300,165528,2.0,0,0,3,3300,0,1984,0
327500.0,3,1.0,1070,7140,1.0,0,0,3,1070,0,1989,0
440000.0,3,1.0,1710,6556,1.5,0,0,4,1200,510,1926,1993
295000.0,2,2.5,1630,1368,2.0,0,0,3,1280,350,2009,0
300000.0,5,2.5,2760,6000,2.0,0,0,3,2760,0,2006,0
280927.0,4,2.25,2070,7350,2.0,0,0,4,2070,0,1977,0
647500.0,3,1.75,1290,3870,1.0,0,0,5,1290,0,1916,0
0.0,5,4.5,4630,6324,2.0,0,0,3,3210,1420,2006,0
381000.0,3,1.5,1460,11407,1.0,0,0,3,1460,0,1954,2005
190368.75,2,1.0,1120,5650,1.0,0,0,3,1120,0,1944,0
615000.0,2,1.75,2040,28593,1.5,1,3,4,2040,0,1919,1990
343000.0,4,1.75,2290,10290,1.0,0,0,3,1340,950,1960,2012
1070000.0,3,3.0,2940,4622,2.0,0,0,4,2230,710,1988,0
274750.0,4,2.5,1840,1562,2.0,0,0,3,1400,440,2004,2003
1205000.0,4,3.5,3150,5500,2.0,0,0,3,3150,0,2014,0
542500.0,5,3.25,3010,1074218,1.5,0,0,5,2010,1000,1931,0
378000.0,4,2.5,1890,12236,1.0,0,0,3,1230,660,1978,0
410000.0,4,2.25,2060,7283,1.0,0,0,3,1220,840,1963,2013
515000.0,3,2.5,1800,5001,2.0,0,0,3,1800,0,1996,0
230000.0,3,2.0,1440,5600,1.0,0,0,4,720,720,1942,2007
230000.0,2,1.0,950,7560,1.0,0,0,3,950,0,1958,2004
4668000.0,5,6.75,9640,13068,1.0,1,4,3,4820,4820,1983,2009
599950.0,3,2.5,2660,4975,2.0,0,0,3,2660,0,2014,0
1003000.0,4,2.75,2290,6120,2.0,0,0,4,2170,120,1926,1993
218000.0,3,1.75,1850,7684,1.0,0,0,3,1320,530,1979,2014
307000.0,4,1.0,1150,8184,1.5,0,0,3,1150,0,1947,2012
0.0,5,3.75,3870,8225,2.0,0,0,3,3870,0,1998,2006
432000.0,3,1.75,1470,6250,1.0,0,3,4,1070,400,1939,1989
225279.4286,3,2.25,2110,7665,1.0,0,0,4,1360,750,1973,0
300000.0,3,2.25,1780,10395,1.0,0,0,3,1780,0,1967,2011
1990000.0,5,3.0,4480,5000,2.5,0,0,5,3420,1060,1902,0
369950.0,3,2.0,1270,1320,3.0,0,0,3,1270,0,2006,0
650000.0,3,1.5,1320,8114,1.0,0,0,3,1320,0,1951,1994
653000.0,3,2.5,2680,9750,1.0,0,0,4,1610,1070,1979,0
385000.0,4,2.5,2960,5054,2.0,0,0,3,2960,0,2006,0
275000.0,4,2.0,2030,8426,2.0,0,0,3,2030,0,1944,0
480000.0,3,1.0,1150,4945,1.0,0,2,3,1150,0,1943,2002
420000.0,4,2.5,3040,24123,2.0,0,0,3,3040,0,1999,0
700000.0,4,3.25,2780,7875,2.0,0,0,3,2780,0,2006,0
339990.0,3,2.5,2570,4600,2.0,0,0,3,2570,0,2014,0
430000.0,3,2.0,1910,5040,1.5,0,0,3,1910,0,1971,0
449500.0,5,2.75,2040,7488,1.0,0,0,4,1200,840,1969,0
223000.0,2,1.0,910,9869,1.0,0,0,3,910,0,1957,2000
953007.0,4,3.5,3120,5086,2.0,0,0,3,2480,640,2008,0
234000.0,4,1.0,1390,18000,1.0,0,0,3,1390,0,1955,2013
365000.0,5,2.75,2410,5003,1.0,0,0,3,1410,1000,2008,0
370000.0,2,2.25,1280,835,2.0,0,0,3,1080,200,2009,0
500000.0,3,2.5,1210,1200,3.0,0,0,3,1210,0,2008,0
550000.0,4,3.5,4150,16197,2.0,0,0,3,4150,0,2006,0
193000.0,3,1.5,1180,9048,1.0,0,0,3,1180,0,1960,2012
515000.0,3,2.5,3370,19585,2.0,0,0,3,3200,170,1951,1994
936000.0,3,1.75,2960,12420,1.0,0,2,4,1480,1480,1952,0
799000.0,4,2.5,2590,7910,2.0,0,0,3,2590,0,2001,0
543000.0,3,2.25,1240,949,3.0,0,0,3,1240,0,2008,0
465000.0,3,2.25,1840,5752,2.0,0,0,3,1840,0,2003,0
610000.0,4,3.5,2910,5260,2.0,0,0,3,2910,0,2012,1912
199990.0,3,1.0,1100,8560,1.0,0,0,3,1100,0,1961,2004
1150000.0,3,2.5,2850,10474,1.0,0,0,4,1730,1120,1954,1979
0.0,5,2.75,2740,5616,1.5,0,0,5,1670,1070,1925,0
550607.1429,4,2.0,1660,4800,1.5,0,0,3,1660,0,1922,2008
530000.0,4,2.75,2280,2850,1.5,0,0,4,1540,740,1930,0
1130000.0,4,3.25,3810,8519,1.0,0,1,3,2680,1130,2007,0
642000.0,4,2.5,2550,10000,1.0,0,0,3,1290,1260,1964,2000
309000.0,5,2.75,2481,4045,2.0,0,0,3,2481,0,2014,0
1065000.0,2,1.75,1890,9466,2.0,0,0,3,1890,0,1987,2000
626000.0,3,2.25,1750,1572,2.5,0,0,3,1470,280,2005,0
452000.0,2,1.75,1740,5400,1.0,0,0,4,990,750,1946,1989
538888.0,5,2.75,2080,13189,2.0,0,0,3,2080,0,1987,2000
150000.0,2,1.0,890,8100,1.0,0,0,3,890,0,1942,1999
502000.0,6,2.5,2890,8122,1.0,0,0,3,1630,1260,1977,2004
445000.0,3,1.0,1050,5664,1.0,0,0,4,910,140,1947,1988
84350.0,4,2.0,2630,16475,2.0,0,0,4,2630,0,1953,1983
376000.0,3,2.0,1340,1384,3.0,0,0,3,1340,0,2008,0
220000.0,3,1.0,1060,9126,1.0,0,2,5,1060,0,1956,0
620000.0,3,1.75,1480,2185,2.5,0,0,3,1480,0,2005,0
210000.0,3,2.0,960,9380,1.0,0,0,3,960,0,1949,1998
400000.0,4,2.5,2530,7563,1.0,0,0,3,1440,1090,1978,0
379500.0,2,1.0,1640,17335,1.0,0,0,3,840,800,1978,0
2238888.0,5,6.5,7270,130017,2.0,0,0,3,6420,850,2010,0
533000.0,5,2.75,1800,3780,1.5,0,0,3,1400,400,1926,2003
599950.0,4,3.5,3730,15029,2.0,0,2,3,2440,1290,1991,0
450000.0,4,2.5,2520,8515,2.0,0,0,3,2520,0,1999,0
253000.0,3,1.75,1250,10122,1.0,0,0,3,1250,0,1994,0
350000.0,3,1.75,1820,9545,1.0,0,0,3,1230,590,1976,0
1105000.0,4,1.5,2740,4000,2.0,0,0,5,1930,810,1905,0
1300000.0,4,2.25,2360,4000,2.0,0,0,3,2360,0,2013,1923
669000.0,2,1.75,1950,10766,1.0,0,3,4,1160,790,1952,0
316000.0,4,2.5,2010,7226,2.0,0,0,3,2010,0,1995,0
673476.8182,4,2.5,1820,20011,2.0,0,0,3,1820,0,1987,2000
850000.0,4,3.25,3090,6744,2.0,0,4,3,3090,0,2013,1923
362500.0,2,1.5,940,1768,2.0,0,0,3,940,0,2009,0
607500.0,3,3.25,1530,1612,3.0,0,0,3,1530,0,2006,0
720000.0,3,2.5,3150,151588,2.0,0,0,3,3150,0,2007,0
328000.0,3,2.0,2250,7904,1.5,0,0,3,2250,0,1998,2006
1950000.0,7,3.5,4640,15235,2.0,0,1,3,2860,1780,1965,2003
300000.0,3,2.5,1700,3575,2.0,0,0,3,1700,0,2000,0
234000.0,4,2.0,1630,9010,1.0,0,0,4,1050,580,1975,0
729000.0,3,1.0,1580,3840,2.0,0,0,3,1580,0,1908,1988
762400.0,3,1.75,2430,14607,1.0,0,1,3,1230,1200,1949,1970
522000.0,3,1.75,1730,8400,1.0,0,0,4,1400,330,1980,0
532000.0,3,2.5,1820,4910,2.0,0,0,3,1820,0,1993,0
237950.0,2,1.75,1460,7926,1.0,0,0,4,1460,0,1987,0
686000.0,3,1.5,1840,9990,2.0,0,0,5,1840,0,1961,0
1400000.0,3,2.0,2020,5500,1.5,0,3,3,1790,230,1937,1999
252700.0,2,1.5,1070,9643,1.0,0,0,3,1070,0,1985,0
420000.0,2,2.5,1480,1369,3.0,0,0,3,1480,0,2009,0
192000.0,2,1.0,700,10540,1.0,0,0,3,700,0,1953,0
670000.0,3,2.5,2050,6420,1.0,0,3,3,1730,320,1956,2001
1700000.0,5,3.5,5850,22885,2.0,0,2,4,4670,1180,1978,2000
291000.0,3,1.5,1860,60960,1.0,0,0,4,1140,720,1967,0
654000.0,3,3.25,1530,1565,2.0,0,0,3,1280,250,2005,0
363000.0,3,3.25,1651,1779,2.0,0,0,3,1341,310,2008,0
740000.0,4,2.25,2920,46355,2.0,0,0,4,2920,0,1998,0
785000.0,3,1.75,1670,9600,1.0,0,0,5,1670,0,1961,0
317000.0,3,2.5,1840,5011,2.0,0,0,3,1840,0,2012,1912
242000.0,3,1.75,1280,7524,1.5,0,0,4,1280,0,1988,0
347500.0,4,2.5,2460,7350,2.0,0,0,3,2460,0,1989,0
359950.0,3,1.75,1890,9100,2.0,0,0,4,1890,0,1952,0
1030000.0,5,2.75,3190,16920,1.0,0,3,3,1690,1500,1976,0
468000.0,4,2.5,2100,8400,1.0,0,0,4,1240,860,1976,1992
632500.0,5,2.5,2640,7096,2.0,0,0,3,2640,0,2003,0
600000.0,4,1.75,1740,7700,1.0,0,0,5,1740,0,1968,0
700000.0,4,2.5,2310,3570,1.5,0,0,3,1490,820,1927,2014
615000.0,3,1.75,2350,20820,1.0,0,0,4,1800,550,1978,2000
519900.0,4,2.0,1820,9350,1.0,0,0,4,1820,0,1967,0
850000.0,4,2.25,2130,11843,2.0,0,0,4,2130,0,1972,0
660000.0,4,3.25,3030,9273,2.0,0,0,5,3030,0,1988,0
453000.0,3,2.0,1660,15050,1.0,0,0,3,1260,400,1983,2009
505000.0,2,1.0,1240,57000,1.0,0,0,3,1240,0,1962,2003
570000.0,3,2.0,1890,29185,1.0,0,0,3,1470,420,1949,2013
285000.0,5,2.5,2270,6300,2.0,0,0,3,2270,0,1995,0
200000.0,2,1.0,1730,9610,1.0,0,0,3,1380,350,1962,2003
765000.0,5,3.75,3580,14275,2.0,0,0,3,3190,390,1999,0
585000.0,3,2.0,1670,4572,1.5,0,0,3,1670,0,1931,0
0.0,4,4.0,3680,18804,2.0,0,0,3,3680,0,1990,2009
460000.0,3,3.5,1600,1431,2.0,0,0,3,1240,360,2006,0
515000.0,2,1.0,1680,6500,1.0,0,0,4,1140,540,1941,1998
670000.0,3,2.5,2700,1438,2.0,0,0,3,1280,1420,2003,0
315000.0,5,1.75,2320,8100,1.0,0,0,4,1160,1160,1956,0
580000.0,4,2.5,2220,7064,2.0,0,0,3,2220,0,1988,2000
437000.0,3,1.75,1310,9282,1.0,0,0,4,1310,0,1976,1992
256000.0,4,2.5,2050,5787,2.0,0,0,3,2050,0,2002,0
495000.0,3,1.0,990,6000,1.0,0,0,3,990,0,1943,2002
310000.0,4,2.5,2430,5499,2.0,0,0,3,2430,0,2002,0
963000.0,4,3.25,3530,8589,2.0,0,0,3,3530,0,2007,0
387000.0,3,2.25,1445,1606,2.0,0,0,3,1300,145,2003,0
648000.0,4,2.5,2380,13435,2.0,0,0,3,2380,0,1992,0
549000.0,2,1.0,1140,5400,1.0,0,0,5,1140,0,1908,0
675000.0,5,2.5,3200,6455,2.0,0,0,3,3200,0,2009,0
1087500.0,2,2.0,2360,11340,1.5,0,0,3,2360,0,1997,0
745000.0,4,3.25,3490,7024,2.0,0,0,3,3490,0,2006,0
430000.0,3,1.0,980,7200,1.0,0,0,4,980,0,1950,1983
600000.0,5,2.25,2980,7781,1.0,0,0,3,1580,1400,1960,2012
488000.0,2,2.0,1360,4688,1.0,0,0,3,780,580,1944,0
755000.0,4,2.5,2120,10202,1.0,0,0,4,1620,500,1960,2001
215000.0,4,1.5,1860,5040,1.5,0,0,5,1860,0,1920,0
375000.0,4,2.5,1870,7471,2.0,0,0,3,1870,0,1990,2009
1110000.0,5,3.25,3350,4000,2.0,0,0,4,2510,840,1997,0
484998.0,4,2.5,1540,1870,2.0,0,0,3,1540,0,2014,0
268000.0,2,1.0,1380,5000,1.0,0,0,3,870,510,1943,2002
315000.0,6,4.0,3120,4240,2.0,0,2,4,2090,1030,1993,0
890000.0,4,1.0,2550,4000,2.0,0,0,3,2370,180,1905,2010
585000.0,4,2.5,2840,11044,2.0,0,0,3,2840,0,2001,0
379000.0,4,1.5,2020,7560,1.0,0,0,4,2020,0,1960,2001
742500.0,4,2.75,3100,3773,2.0,0,0,3,2000,1100,1919,1996
460000.0,4,1.75,1750,5500,1.5,0,0,5,1050,700,1926,0
0.0,3,1.75,1490,10125,1.0,0,0,4,1490,0,1962,0
435000.0,5,2.0,1840,9240,1.0,0,0,4,1540,300,1942,1958
357500.0,3,3.5,2080,5100,2.0,0,0,3,2080,0,2004,2003
495000.0,5,3.0,2440,4750,1.0,0,0,3,1450,990,2006,0
